method,input_size,input_channels,kernel,out_channels,stride,padding,out_h,out_w,warmup,iterations,mean_ms,std_ms,min_ms,gflops,workspace_mb,im2col_ms,gemm_ms,max_abs_error,checksum,sample0,sample1,sample2,sample3,algorithm,gpu
im2col_cublas,1024,3,3,64,1,1,1024,1024,8,35,0.336458,0.001367,0.333760,10770.669862,108.000000,0.076707,0.259751,0.000353,455.407379,0.285369,0.233079,0.176716,-0.282658,-,NVIDIA GeForce RTX 5090
cudnn,1024,3,3,64,1,1,1024,1024,8,35,0.346124,0.000862,0.344960,10469.888889,0.000000,0.000000,0.000000,0.000000,454.755384,0.285387,0.233116,0.176703,-0.282643,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,1024,3,3,64,2,1,512,512,8,35,0.184838,0.000883,0.183200,4901.414767,0.000000,0.000000,0.000000,0.000000,379.076805,0.285387,0.176703,-0.143890,-0.387281,-,NVIDIA GeForce RTX 5090
im2col_cublas,1024,3,3,64,2,1,512,512,8,35,0.078949,0.000526,0.078240,11475.440695,27.000000,0.023595,0.055354,0.000350,379.128198,0.285369,0.176716,-0.143858,-0.387320,-,NVIDIA GeForce RTX 5090
cudnn,1024,3,3,64,2,1,512,512,8,35,0.096662,0.000851,0.095456,9372.558134,0.000000,0.000000,0.000000,0.000000,379.076805,0.285387,0.176703,-0.143890,-0.387281,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,1024,3,3,64,3,1,342,342,8,35,0.113781,0.000729,0.111808,3552.679962,0.000000,0.000000,0.000000,0.000000,-483.787011,0.285387,-0.282643,-0.387281,-0.054763,-,NVIDIA GeForce RTX 5090
im2col_cublas,1024,3,3,64,3,1,342,342,8,35,0.029668,0.000439,0.027744,13625.193903,12.046921,0.011178,0.018490,0.000349,-483.631920,0.285369,-0.282658,-0.387320,-0.054738,-,NVIDIA GeForce RTX 5090
cudnn,1024,3,3,64,3,1,342,342,8,35,0.057569,0.000203,0.056800,7021.629509,0.000000,0.000000,0.000000,0.000000,-483.787011,0.285387,-0.282643,-0.387281,-0.054763,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,2048,3,3,64,1,1,2048,2048,5,18,1.963899,0.014380,1.956480,7380.989140,0.000000,0.000000,0.000000,0.000000,1940.066307,0.086916,-0.184373,0.177149,0.395333,-,NVIDIA GeForce RTX 5090
im2col_cublas,2048,3,3,64,1,1,2048,2048,5,18,1.649973,0.007094,1.641312,8785.302436,432.000000,0.550311,1.099662,0.000401,1941.765119,0.086884,-0.184376,0.177165,0.395323,-,NVIDIA GeForce RTX 5090
cudnn,2048,3,3,64,1,1,2048,2048,5,18,1.335115,0.002473,1.331200,10857.130751,0.000000,0.000000,0.000000,0.000000,1940.066307,0.086916,-0.184373,0.177149,0.395333,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,2048,3,3,64,2,1,1024,1024,5,18,0.588916,0.000882,0.586560,6153.477549,0.000000,0.000000,0.000000,0.000000,-1827.892239,0.086916,0.177149,-0.042314,-0.158735,-,NVIDIA GeForce RTX 5090
im2col_cublas,2048,3,3,64,2,1,1024,1024,5,18,0.366999,0.001724,0.365344,9874.352720,108.000000,0.098412,0.268587,0.000344,-1827.796668,0.086884,0.177165,-0.042251,-0.158736,-,NVIDIA GeForce RTX 5090
cudnn,2048,3,3,64,2,1,1024,1024,5,18,0.351273,0.001030,0.350080,10316.419889,0.000000,0.000000,0.000000,0.000000,-1827.892239,0.086916,0.177149,-0.042314,-0.158735,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,2048,3,3,64,3,1,683,683,5,18,0.455927,0.000754,0.454976,3536.060816,0.000000,0.000000,0.000000,0.000000,-1053.154785,0.086916,0.395333,-0.158735,0.221090,-,NVIDIA GeForce RTX 5090
im2col_cublas,2048,3,3,64,3,1,683,683,5,18,0.166955,0.001232,0.164320,9656.429610,48.046886,0.058411,0.108544,0.000334,-1053.178133,0.086884,0.395323,-0.158736,0.221102,-,NVIDIA GeForce RTX 5090
cudnn,2048,3,3,64,3,1,683,683,5,18,0.190647,0.000640,0.190144,8456.388178,0.000000,0.000000,0.000000,0.000000,-1053.154785,0.086916,0.395333,-0.158735,0.221090,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,4096,3,3,64,1,1,4096,4096,3,8,7.768080,0.048589,7.695872,7464.142816,0.000000,0.000000,0.000000,0.000000,4266.771148,-0.131418,0.277810,-0.054546,0.035220,-,NVIDIA GeForce RTX 5090
im2col_cublas,4096,3,3,64,1,1,4096,4096,3,8,5.856200,0.005371,5.849696,9900.969690,1728.000000,1.609144,4.247056,0.000376,4269.510262,-0.131442,0.277676,-0.054544,0.035257,-,NVIDIA GeForce RTX 5090
cudnn,4096,3,3,64,1,1,4096,4096,3,8,5.307388,0.007545,5.292992,10924.782164,0.000000,0.000000,0.000000,0.000000,4266.771148,-0.131418,0.277810,-0.054546,0.035220,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,4096,3,3,64,2,1,2048,2048,3,8,2.147820,0.001291,2.145984,6748.942952,0.000000,0.000000,0.000000,0.000000,-2059.229788,-0.131418,-0.054546,0.033894,-0.251534,-,NVIDIA GeForce RTX 5090
im2col_cublas,4096,3,3,64,2,1,2048,2048,3,8,1.886480,0.003604,1.879328,7683.895189,432.000000,0.801800,1.084680,0.000373,-2059.034283,-0.131442,-0.054544,0.033799,-0.251476,-,NVIDIA GeForce RTX 5090
cudnn,4096,3,3,64,2,1,2048,2048,3,8,1.348536,0.000884,1.347488,10749.075017,0.000000,0.000000,0.000000,0.000000,-2059.229788,-0.131418,-0.054546,0.033894,-0.251534,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,4096,3,3,64,3,1,1366,1366,3,8,2.500400,0.004495,2.491264,2579.084883,0.000000,0.000000,0.000000,0.000000,-170.280961,-0.131418,0.035220,-0.251534,0.027578,-,NVIDIA GeForce RTX 5090
im2col_cublas,4096,3,3,64,3,1,1366,1366,3,8,0.835668,0.004344,0.826112,7716.873154,192.187546,0.359008,0.476660,0.000336,-169.572183,-0.131442,0.035257,-0.251476,0.027618,-,NVIDIA GeForce RTX 5090
cudnn,4096,3,3,64,3,1,1366,1366,3,8,0.715044,0.002357,0.712512,9018.667209,0.000000,0.000000,0.000000,0.000000,-170.280961,-0.131418,0.035220,-0.251534,0.027578,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,256,3,3,128,1,1,256,256,8,80,0.071297,0.001073,0.070496,6353.472854,0.000000,0.000000,0.000000,0.000000,-627.898326,-0.118816,-0.256646,0.327385,0.128472,-,NVIDIA GeForce RTX 5090
im2col_cublas,256,3,3,128,1,1,256,256,8,80,0.028082,0.001300,0.026976,16131.019304,6.750000,0.007487,0.020594,0.000321,-628.046555,-0.118846,-0.256600,0.327442,0.128458,-,NVIDIA GeForce RTX 5090
cudnn,256,3,3,128,1,1,256,256,8,80,0.054085,0.001466,0.052640,8375.455513,0.000000,0.000000,0.000000,0.000000,-627.898326,-0.118816,-0.256646,0.327385,0.128472,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,256,3,3,128,2,1,128,128,8,80,0.021713,0.000449,0.020928,5215.546672,0.000000,0.000000,0.000000,0.000000,-483.287589,-0.118816,0.327385,0.097270,-0.189316,-,NVIDIA GeForce RTX 5090
im2col_cublas,256,3,3,128,2,1,128,128,8,80,0.012872,0.000661,0.011136,8797.871976,1.687500,0.003302,0.009570,0.000316,-483.380751,-0.118846,0.327442,0.097290,-0.189341,-,NVIDIA GeForce RTX 5090
cudnn,256,3,3,128,2,1,128,128,8,80,0.024090,0.001526,0.016000,4700.963390,0.000000,0.000000,0.000000,0.000000,-483.287589,-0.118816,0.327385,0.097270,-0.189316,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,256,3,3,128,3,1,86,86,8,80,0.017305,0.000743,0.015712,2954.160243,0.000000,0.000000,0.000000,0.000000,-4.908475,-0.118816,0.128472,-0.189316,0.005925,-,NVIDIA GeForce RTX 5090
im2col_cublas,256,3,3,128,3,1,86,86,8,80,0.010227,0.000793,0.008640,4998.743709,0.761765,0.003277,0.006950,0.000304,-4.933799,-0.118846,0.128458,-0.189341,0.005840,-,NVIDIA GeForce RTX 5090
cudnn,256,3,3,128,3,1,86,86,8,80,0.017251,0.001274,0.016480,2963.338947,0.000000,0.000000,0.000000,0.000000,-4.908475,-0.118816,0.128472,-0.189316,0.005925,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,512,3,3,128,1,1,512,512,8,60,0.297628,0.000568,0.295712,6087.938475,0.000000,0.000000,0.000000,0.000000,-522.630456,0.164891,0.166641,-0.112346,-0.165631,-,NVIDIA GeForce RTX 5090
im2col_cublas,512,3,3,128,1,1,512,512,8,60,0.117525,0.001186,0.115456,15417.436071,27.000000,0.021351,0.096174,0.000322,-522.943667,0.164898,0.166720,-0.112369,-0.165640,-,NVIDIA GeForce RTX 5090
cudnn,512,3,3,128,1,1,512,512,8,60,0.169495,0.003289,0.165728,10690.193394,4.017593,0.000000,0.000000,0.000322,-522.938384,0.164898,0.166720,-0.112369,-0.165640,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,512,3,3,128,2,1,256,256,8,60,0.089725,0.000947,0.088960,5048.572225,0.000000,0.000000,0.000000,0.000000,-122.409098,0.164891,-0.112346,-0.175436,-0.085329,-,NVIDIA GeForce RTX 5090
im2col_cublas,512,3,3,128,2,1,256,256,8,60,0.027734,0.000243,0.026848,16332.959525,6.750000,0.007257,0.020478,0.000317,-122.472924,0.164898,-0.112369,-0.175448,-0.085322,-,NVIDIA GeForce RTX 5090
cudnn,512,3,3,128,2,1,256,256,8,60,0.055425,0.000666,0.053408,8172.923563,0.000000,0.000000,0.000000,0.000000,-122.409098,0.164891,-0.112346,-0.175436,-0.085329,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,512,3,3,128,3,1,171,171,8,60,0.057093,0.000930,0.056256,3540.059416,0.000000,0.000000,0.000000,0.000000,-986.161827,0.164891,-0.165631,-0.085329,-0.044310,-,NVIDIA GeForce RTX 5090
im2col_cublas,512,3,3,128,3,1,171,171,8,60,0.017567,0.000607,0.016800,11505.354204,3.011730,0.005207,0.012360,0.000316,-986.256221,0.164898,-0.165640,-0.085322,-0.044290,-,NVIDIA GeForce RTX 5090
cudnn,512,3,3,128,3,1,171,171,8,60,0.035171,0.000223,0.034592,5746.570908,0.000000,0.000000,0.000000,0.000000,-986.161827,0.164891,-0.165631,-0.085329,-0.044310,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,1024,3,3,128,1,1,1024,1024,8,35,1.008318,0.023748,0.988832,7187.966593,0.000000,0.000000,0.000000,0.000000,-1971.779122,-0.108608,0.069346,0.226299,0.145670,-,NVIDIA GeForce RTX 5090
im2col_cublas,1024,3,3,128,1,1,1024,1024,8,35,0.529909,0.002853,0.525088,13677.361486,108.000000,0.077403,0.452507,0.000183,-1971.777492,-0.108608,0.069346,0.226299,0.145670,-,NVIDIA GeForce RTX 5090
cudnn,1024,3,3,128,1,1,1024,1024,8,35,0.562522,0.001204,0.559936,12884.407227,16.017593,0.000000,0.000000,0.000378,-1971.966329,-0.108637,0.069395,0.226364,0.145768,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,1024,3,3,128,2,1,512,512,8,35,0.368339,0.001104,0.365632,4919.213912,0.000000,0.000000,0.000000,0.000000,-267.988001,-0.108608,0.226299,0.074001,-0.051386,-,NVIDIA GeForce RTX 5090
im2col_cublas,1024,3,3,128,2,1,512,512,8,35,0.125416,0.001173,0.123040,14447.407109,27.000000,0.025477,0.099939,0.000374,-268.022269,-0.108637,0.226364,0.074021,-0.051359,-,NVIDIA GeForce RTX 5090
cudnn,1024,3,3,128,2,1,512,512,8,35,0.181136,0.002073,0.179968,10003.223641,0.000000,0.000000,0.000000,0.000000,-267.988001,-0.108608,0.226299,0.074001,-0.051386,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,1024,3,3,128,3,1,342,342,8,35,0.228397,0.000984,0.226208,3539.695685,0.000000,0.000000,0.000000,0.000000,356.358092,-0.108608,0.145670,-0.051386,0.043980,-,NVIDIA GeForce RTX 5090
im2col_cublas,1024,3,3,128,3,1,342,342,8,35,0.045664,0.000849,0.043840,17704.431600,12.046921,0.011266,0.034398,0.000358,356.408602,-0.108637,0.145768,-0.051359,0.043989,-,NVIDIA GeForce RTX 5090
cudnn,1024,3,3,128,3,1,342,342,8,35,0.100800,0.001027,0.098720,8020.388646,0.000000,0.000000,0.000000,0.000000,356.358092,-0.108608,0.145670,-0.051386,0.043980,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,2048,3,3,128,1,1,2048,2048,5,18,4.036823,0.083987,3.866400,7181.644706,0.000000,0.000000,0.000000,0.000000,300.090623,0.353984,0.033631,-0.171351,-0.164252,-,NVIDIA GeForce RTX 5090
im2col_cublas,2048,3,3,128,1,1,2048,2048,5,18,2.444773,0.004988,2.438752,11858.370974,432.000000,0.562258,1.882516,0.000196,300.093804,0.353984,0.033631,-0.171351,-0.164252,-,NVIDIA GeForce RTX 5090
cudnn,2048,3,3,128,1,1,2048,2048,5,18,2.156302,0.047464,2.116544,13444.789365,64.017593,0.000000,0.000000,0.000402,299.962667,0.353953,0.033591,-0.171381,-0.164248,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,2048,3,3,128,2,1,1024,1024,5,18,1.070501,0.000969,1.069568,6770.432769,0.000000,0.000000,0.000000,0.000000,175.812349,0.353984,-0.171351,0.102531,-0.259401,-,NVIDIA GeForce RTX 5090
im2col_cublas,2048,3,3,128,2,1,1024,1024,5,18,0.555015,0.001502,0.551872,13058.666651,108.000000,0.098078,0.456937,0.000239,175.812065,0.353984,-0.171351,0.102531,-0.259401,-,NVIDIA GeForce RTX 5090
cudnn,2048,3,3,128,2,1,1024,1024,5,18,0.680795,0.001597,0.677824,10646.025405,0.000000,0.000000,0.000000,0.000000,175.812349,0.353984,-0.171351,0.102531,-0.259401,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,2048,3,3,128,3,1,683,683,5,18,0.908690,0.001188,0.905824,3548.374868,0.000000,0.000000,0.000000,0.000000,2529.982211,0.353984,-0.164252,-0.259401,-0.016394,-,NVIDIA GeForce RTX 5090
im2col_cublas,2048,3,3,128,3,1,683,683,5,18,0.262933,0.002156,0.258912,12263.077954,48.046886,0.061442,0.201492,0.000374,2529.598653,0.353953,-0.164248,-0.259395,-0.016439,-,NVIDIA GeForce RTX 5090
cudnn,2048,3,3,128,3,1,683,683,5,18,0.368007,0.002341,0.365440,8761.711021,0.000000,0.000000,0.000000,0.000000,2529.982211,0.353984,-0.164252,-0.259401,-0.016394,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
