method,input_size,input_channels,kernel,out_channels,stride,padding,out_h,out_w,warmup,iterations,mean_ms,std_ms,min_ms,gflops,workspace_mb,im2col_ms,gemm_ms,max_abs_error,checksum,sample0,sample1,sample2,sample3,algorithm,gpu
cudnn,512,3,3,64,3,1,171,171,8,60,0.024435,0.000804,0.022656,4135.709809,0.000000,0.000000,0.000000,0.000000,109.869652,0.042018,0.179368,0.202937,-0.145089,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,1024,3,3,64,1,1,1024,1024,8,35,0.524546,0.000873,0.522976,6908.602617,0.000000,0.000000,0.000000,0.000000,454.755384,0.285387,0.233116,0.176703,-0.282643,-,NVIDIA GeForce RTX 5090
im2col_cublas,1024,3,3,64,1,1,1024,1024,8,35,0.345396,0.001444,0.342560,10491.949748,108.000000,0.077455,0.259275,0.000353,455.407379,0.285369,0.233079,0.176716,-0.282658,-,NVIDIA GeForce RTX 5090
cudnn,1024,3,3,64,1,1,1024,1024,8,35,0.348015,0.001092,0.346016,10413.006656,0.000000,0.000000,0.000000,0.000000,454.755384,0.285387,0.233116,0.176703,-0.282643,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,1024,3,3,64,2,1,512,512,8,35,0.184997,0.000862,0.183200,4897.199873,0.000000,0.000000,0.000000,0.000000,379.076805,0.285387,0.176703,-0.143890,-0.387281,-,NVIDIA GeForce RTX 5090
im2col_cublas,1024,3,3,64,2,1,512,512,8,35,0.089129,0.000723,0.088000,10164.685073,27.000000,0.025246,0.055305,0.000350,379.128198,0.285369,0.176716,-0.143858,-0.387320,-,NVIDIA GeForce RTX 5090
cudnn,1024,3,3,64,2,1,512,512,8,35,0.097015,0.000808,0.095936,9338.463243,0.000000,0.000000,0.000000,0.000000,379.076805,0.285387,0.176703,-0.143890,-0.387281,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,1024,3,3,64,3,1,342,342,8,35,0.113645,0.000745,0.111680,3556.938632,0.000000,0.000000,0.000000,0.000000,-483.787011,0.285387,-0.282643,-0.387281,-0.054763,-,NVIDIA GeForce RTX 5090
im2col_cublas,1024,3,3,64,3,1,342,342,8,35,0.038982,0.001386,0.038304,10369.489501,12.046921,0.012140,0.019077,0.000349,-483.631920,0.285369,-0.282658,-0.387320,-0.054738,-,NVIDIA GeForce RTX 5090
cudnn,1024,3,3,64,3,1,342,342,8,35,0.057757,0.000290,0.057376,6998.732402,0.000000,0.000000,0.000000,0.000000,-483.787011,0.285387,-0.282643,-0.387281,-0.054763,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,2048,3,3,64,1,1,2048,2048,5,18,1.984053,0.035471,1.954144,7306.010617,0.000000,0.000000,0.000000,0.000000,1940.066307,0.086916,-0.184373,0.177149,0.395333,-,NVIDIA GeForce RTX 5090
im2col_cublas,2048,3,3,64,1,1,2048,2048,5,18,1.655794,0.005637,1.641184,8754.420234,432.000000,0.549762,1.097413,0.000401,1941.765119,0.086884,-0.184376,0.177165,0.395323,-,NVIDIA GeForce RTX 5090
cudnn,2048,3,3,64,1,1,2048,2048,5,18,1.338468,0.003452,1.334848,10829.933536,0.000000,0.000000,0.000000,0.000000,1940.066307,0.086916,-0.184373,0.177149,0.395333,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,2048,3,3,64,2,1,1024,1024,5,18,0.598357,0.001015,0.596640,6056.378782,0.000000,0.000000,0.000000,0.000000,-1827.892239,0.086916,0.177149,-0.042314,-0.158735,-,NVIDIA GeForce RTX 5090
im2col_cublas,2048,3,3,64,2,1,1024,1024,5,18,0.375780,0.001744,0.373056,9643.629131,108.000000,0.099604,0.267737,0.000344,-1827.796668,0.086884,0.177165,-0.042251,-0.158736,-,NVIDIA GeForce RTX 5090
cudnn,2048,3,3,64,2,1,1024,1024,5,18,0.350763,0.001123,0.348096,10331.426193,0.000000,0.000000,0.000000,0.000000,-1827.892239,0.086916,0.177149,-0.042314,-0.158735,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,2048,3,3,64,3,1,683,683,5,18,0.455543,0.001033,0.453568,3539.041509,0.000000,0.000000,0.000000,0.000000,-1053.154785,0.086916,0.395333,-0.158735,0.221090,-,NVIDIA GeForce RTX 5090
im2col_cublas,2048,3,3,64,3,1,683,683,5,18,0.176709,0.001644,0.174432,9123.377622,48.046886,0.059145,0.109100,0.000334,-1053.178133,0.086884,0.395323,-0.158736,0.221102,-,NVIDIA GeForce RTX 5090
cudnn,2048,3,3,64,3,1,683,683,5,18,0.192510,0.000369,0.191424,8374.547372,0.000000,0.000000,0.000000,0.000000,-1053.154785,0.086916,0.395333,-0.158735,0.221090,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,4096,3,3,64,1,1,4096,4096,3,8,7.755344,0.033060,7.695744,7476.400620,0.000000,0.000000,0.000000,0.000000,4266.771148,-0.131418,0.277810,-0.054546,0.035220,-,NVIDIA GeForce RTX 5090
im2col_cublas,4096,3,3,64,1,1,4096,4096,3,8,5.860068,0.008325,5.839648,9894.434376,1728.000000,1.608808,4.242384,0.000376,4269.510262,-0.131442,0.277676,-0.054544,0.035257,-,NVIDIA GeForce RTX 5090
cudnn,4096,3,3,64,1,1,4096,4096,3,8,5.304196,0.006358,5.296960,10931.356579,0.000000,0.000000,0.000000,0.000000,4266.771148,-0.131418,0.277810,-0.054546,0.035220,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,4096,3,3,64,2,1,2048,2048,3,8,2.142812,0.001009,2.141600,6764.716052,0.000000,0.000000,0.000000,0.000000,-2059.229788,-0.131418,-0.054546,0.033894,-0.251534,-,NVIDIA GeForce RTX 5090
im2col_cublas,4096,3,3,64,2,1,2048,2048,3,8,1.896268,0.002600,1.892608,7644.233125,432.000000,0.801568,1.085972,0.000373,-2059.034283,-0.131442,-0.054544,0.033799,-0.251476,-,NVIDIA GeForce RTX 5090
cudnn,4096,3,3,64,2,1,2048,2048,3,8,1.350288,0.002731,1.345440,10735.128050,0.000000,0.000000,0.000000,0.000000,-2059.229788,-0.131418,-0.054546,0.033894,-0.251534,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,4096,3,3,64,3,1,1366,1366,3,8,2.498956,0.002656,2.494144,2580.575197,0.000000,0.000000,0.000000,0.000000,-170.280961,-0.131418,0.035220,-0.251534,0.027578,-,NVIDIA GeForce RTX 5090
im2col_cublas,4096,3,3,64,3,1,1366,1366,3,8,0.847784,0.005310,0.841184,7606.588483,192.187546,0.361168,0.477952,0.000336,-169.572183,-0.131442,0.035257,-0.251476,0.027618,-,NVIDIA GeForce RTX 5090
cudnn,4096,3,3,64,3,1,1366,1366,3,8,0.719620,0.003184,0.716672,8961.318331,0.000000,0.000000,0.000000,0.000000,-170.280961,-0.131418,0.035220,-0.251534,0.027578,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,256,3,3,128,1,1,256,256,8,80,0.071146,0.000831,0.070528,6367.011101,0.000000,0.000000,0.000000,0.000000,-627.898326,-0.118816,-0.256646,0.327385,0.128472,-,NVIDIA GeForce RTX 5090
im2col_cublas,256,3,3,128,1,1,256,256,8,80,0.037599,0.001158,0.035872,12047.725208,6.750000,0.007882,0.021650,0.000321,-628.046555,-0.118846,-0.256600,0.327442,0.128458,-,NVIDIA GeForce RTX 5090
cudnn,256,3,3,128,1,1,256,256,8,80,0.054035,0.001378,0.052544,8383.205455,0.000000,0.000000,0.000000,0.000000,-627.898326,-0.118816,-0.256646,0.327385,0.128472,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,256,3,3,128,2,1,128,128,8,80,0.021678,0.000534,0.020640,5224.015496,0.000000,0.000000,0.000000,0.000000,-483.287589,-0.118816,0.327385,0.097270,-0.189316,-,NVIDIA GeForce RTX 5090
im2col_cublas,256,3,3,128,2,1,128,128,8,80,0.021234,0.001001,0.019840,5333.148473,1.687500,0.004513,0.008729,0.000316,-483.380751,-0.118846,0.327442,0.097290,-0.189341,-,NVIDIA GeForce RTX 5090
cudnn,256,3,3,128,2,1,128,128,8,80,0.024274,0.001923,0.014912,4665.329508,0.000000,0.000000,0.000000,0.000000,-483.287589,-0.118816,0.327385,0.097270,-0.189316,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,256,3,3,128,3,1,86,86,8,80,0.017406,0.000405,0.016512,2937.052006,0.000000,0.000000,0.000000,0.000000,-4.908475,-0.118816,0.128472,-0.189316,0.005925,-,NVIDIA GeForce RTX 5090
im2col_cublas,256,3,3,128,3,1,86,86,8,80,0.018404,0.000911,0.017728,2777.659270,0.761765,0.003783,0.006560,0.000304,-4.933799,-0.118846,0.128458,-0.189341,0.005840,-,NVIDIA GeForce RTX 5090
cudnn,256,3,3,128,3,1,86,86,8,80,0.017557,0.001515,0.016384,2911.757972,0.000000,0.000000,0.000000,0.000000,-4.908475,-0.118816,0.128472,-0.189316,0.005925,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,512,3,3,128,1,1,512,512,8,60,0.296784,0.001081,0.294912,6105.245975,0.000000,0.000000,0.000000,0.000000,-522.630456,0.164891,0.166641,-0.112346,-0.165631,-,NVIDIA GeForce RTX 5090
im2col_cublas,512,3,3,128,1,1,512,512,8,60,0.127209,0.001232,0.125248,14243.790931,27.000000,0.022590,0.096046,0.000322,-522.943667,0.164898,0.166720,-0.112369,-0.165640,-,NVIDIA GeForce RTX 5090
cudnn,512,3,3,128,1,1,512,512,8,60,0.173542,0.004761,0.167936,10440.934781,4.017593,0.000000,0.000000,0.000322,-522.938384,0.164898,0.166720,-0.112369,-0.165640,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,512,3,3,128,2,1,256,256,8,60,0.089781,0.001030,0.088288,5045.453216,0.000000,0.000000,0.000000,0.000000,-122.409098,0.164891,-0.112346,-0.175436,-0.085329,-,NVIDIA GeForce RTX 5090
im2col_cublas,512,3,3,128,2,1,256,256,8,60,0.037847,0.001198,0.036224,11968.696228,6.750000,0.007816,0.021982,0.000317,-122.472924,0.164898,-0.112369,-0.175448,-0.085322,-,NVIDIA GeForce RTX 5090
cudnn,512,3,3,128,2,1,256,256,8,60,0.055463,0.000543,0.053504,8167.343608,0.000000,0.000000,0.000000,0.000000,-122.409098,0.164891,-0.112346,-0.175436,-0.085329,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,512,3,3,128,3,1,171,171,8,60,0.057172,0.000989,0.055520,3535.171911,0.000000,0.000000,0.000000,0.000000,-986.161827,0.164891,-0.165631,-0.085329,-0.044310,-,NVIDIA GeForce RTX 5090
im2col_cublas,512,3,3,128,3,1,171,171,8,60,0.026682,0.001199,0.025120,7575.025182,3.011730,0.005795,0.012866,0.000316,-986.256221,0.164898,-0.165640,-0.085322,-0.044290,-,NVIDIA GeForce RTX 5090
cudnn,512,3,3,128,3,1,171,171,8,60,0.035652,0.001443,0.034688,5669.115489,0.000000,0.000000,0.000000,0.000000,-986.161827,0.164891,-0.165631,-0.085329,-0.044310,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,1024,3,3,128,1,1,1024,1024,8,35,0.991547,0.009595,0.987904,7309.548482,0.000000,0.000000,0.000000,0.000000,-1971.779122,-0.108608,0.069346,0.226299,0.145670,-,NVIDIA GeForce RTX 5090
im2col_cublas,1024,3,3,128,1,1,1024,1024,8,35,0.538041,0.002583,0.532864,13470.649206,108.000000,0.078203,0.451316,0.000183,-1971.777492,-0.108608,0.069346,0.226299,0.145670,-,NVIDIA GeForce RTX 5090
cudnn,1024,3,3,128,1,1,1024,1024,8,35,0.562453,0.000920,0.560128,12885.977939,16.017593,0.000000,0.000000,0.000378,-1971.966329,-0.108637,0.069395,0.226364,0.145768,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,1024,3,3,128,2,1,512,512,8,35,0.368765,0.001241,0.367264,4913.530450,0.000000,0.000000,0.000000,0.000000,-267.988001,-0.108608,0.226299,0.074001,-0.051386,-,NVIDIA GeForce RTX 5090
im2col_cublas,1024,3,3,128,2,1,512,512,8,35,0.134365,0.001446,0.131456,13485.177430,27.000000,0.026206,0.099438,0.000374,-268.022269,-0.108637,0.226364,0.074021,-0.051359,-,NVIDIA GeForce RTX 5090
cudnn,1024,3,3,128,2,1,512,512,8,35,0.182605,0.001437,0.181152,9922.736625,0.000000,0.000000,0.000000,0.000000,-267.988001,-0.108608,0.226299,0.074001,-0.051386,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,1024,3,3,128,3,1,342,342,8,35,0.228617,0.000671,0.227424,3536.284098,0.000000,0.000000,0.000000,0.000000,356.358092,-0.108608,0.145670,-0.051386,0.043980,-,NVIDIA GeForce RTX 5090
im2col_cublas,1024,3,3,128,3,1,342,342,8,35,0.055244,0.001358,0.054336,14634.292179,12.046921,0.011926,0.035483,0.000358,356.408602,-0.108637,0.145768,-0.051359,0.043989,-,NVIDIA GeForce RTX 5090
cudnn,1024,3,3,128,3,1,342,342,8,35,0.100763,0.001197,0.098464,8023.299599,0.000000,0.000000,0.000000,0.000000,356.358092,-0.108608,0.145670,-0.051386,0.043980,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,2048,3,3,128,1,1,2048,2048,5,18,4.014905,0.081463,3.888864,7220.850875,0.000000,0.000000,0.000000,0.000000,300.090623,0.353984,0.033631,-0.171351,-0.164252,-,NVIDIA GeForce RTX 5090
im2col_cublas,2048,3,3,128,1,1,2048,2048,5,18,2.455671,0.004085,2.447712,11805.745936,432.000000,0.563991,1.883116,0.000196,300.093804,0.353984,0.033631,-0.171351,-0.164252,-,NVIDIA GeForce RTX 5090
cudnn,2048,3,3,128,1,1,2048,2048,5,18,2.218638,0.076549,2.117568,13067.037451,64.017593,0.000000,0.000000,0.000402,299.962667,0.353953,0.033591,-0.171381,-0.164248,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,2048,3,3,128,2,1,1024,1024,5,18,1.071179,0.001531,1.067872,6766.151691,0.000000,0.000000,0.000000,0.000000,175.812349,0.353984,-0.171351,0.102531,-0.259401,-,NVIDIA GeForce RTX 5090
im2col_cublas,2048,3,3,128,2,1,1024,1024,5,18,0.564830,0.002369,0.560224,12831.744921,108.000000,0.099065,0.457308,0.000239,175.812065,0.353984,-0.171351,0.102531,-0.259401,-,NVIDIA GeForce RTX 5090
cudnn,2048,3,3,128,2,1,1024,1024,5,18,0.682681,0.001027,0.680928,10616.610881,0.000000,0.000000,0.000000,0.000000,175.812349,0.353984,-0.171351,0.102531,-0.259401,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,2048,3,3,128,3,1,683,683,5,18,0.909804,0.001239,0.907680,3544.027501,0.000000,0.000000,0.000000,0.000000,2529.982211,0.353984,-0.164252,-0.259401,-0.016394,-,NVIDIA GeForce RTX 5090
im2col_cublas,2048,3,3,128,3,1,683,683,5,18,0.270316,0.001781,0.265856,11928.138394,48.046886,0.063540,0.198277,0.000374,2529.598653,0.353953,-0.164248,-0.259395,-0.016439,-,NVIDIA GeForce RTX 5090
cudnn,2048,3,3,128,3,1,683,683,5,18,0.369426,0.001397,0.366528,8728.064428,0.000000,0.000000,0.000000,0.000000,2529.982211,0.353984,-0.164252,-0.259401,-0.016394,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,4096,3,3,128,2,1,2048,2048,3,8,4.203956,0.020083,4.192000,6896.130500,0.000000,0.000000,0.000000,0.000000,-2053.924000,0.050057,-0.220377,0.082393,0.216873,-,NVIDIA GeForce RTX 5090
im2col_cublas,4096,3,3,128,2,1,2048,2048,3,8,2.690048,0.003259,2.683296,10777.141950,432.000000,0.805024,1.876176,0.000243,-2053.929418,0.050057,-0.220377,0.082393,0.216873,-,NVIDIA GeForce RTX 5090
cudnn,4096,3,3,128,2,1,2048,2048,3,8,2.678612,0.002234,2.672960,10823.153676,0.000000,0.000000,0.000000,0.000000,-2053.924000,0.050057,-0.220377,0.082393,0.216873,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,4096,3,3,128,3,1,1366,1366,3,8,3.836984,0.011950,3.806112,3361.360861,0.000000,0.000000,0.000000,0.000000,1470.694256,0.050057,-0.089397,0.216873,0.109859,-,NVIDIA GeForce RTX 5090
im2col_cublas,4096,3,3,128,3,1,1366,1366,3,8,1.202476,0.004466,1.193632,10725.775623,192.187546,0.362660,0.831096,0.000000,1470.694256,0.050057,-0.089397,0.216873,0.109859,-,NVIDIA GeForce RTX 5090
cudnn,4096,3,3,128,3,1,1366,1366,3,8,1.414096,0.001793,1.410976,9120.659341,0.000000,0.000000,0.000000,0.000000,1470.694256,0.050057,-0.089397,0.216873,0.109859,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
