method,input_size,input_channels,kernel,out_channels,stride,padding,out_h,out_w,warmup,iterations,mean_ms,std_ms,min_ms,gflops,workspace_mb,im2col_ms,gemm_ms,max_abs_error,checksum,sample0,sample1,sample2,sample3,algorithm,gpu
cudnn,1024,3,3,64,3,1,342,342,8,35,0.056838,0.000973,0.054976,7111.874813,0.000000,0.000000,0.000000,0.000000,-483.787011,0.285387,-0.282643,-0.387281,-0.054763,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,2048,3,3,64,1,1,2048,2048,5,18,1.976782,0.018390,1.956544,7332.883946,0.000000,0.000000,0.000000,0.000000,1940.066307,0.086916,-0.184373,0.177149,0.395333,-,NVIDIA GeForce RTX 5090
im2col_cublas,2048,3,3,64,1,1,2048,2048,5,18,1.639220,0.007123,1.622848,8842.936648,432.000000,0.547753,1.091467,0.000401,1941.765119,0.086884,-0.184376,0.177165,0.395323,-,NVIDIA GeForce RTX 5090
cudnn,2048,3,3,64,1,1,2048,2048,5,18,1.335063,0.002971,1.331072,10857.550198,0.000000,0.000000,0.000000,0.000000,1940.066307,0.086916,-0.184373,0.177149,0.395333,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,2048,3,3,64,2,1,1024,1024,5,18,0.598690,0.001702,0.596768,6053.015717,0.000000,0.000000,0.000000,0.000000,-1827.892239,0.086916,0.177149,-0.042314,-0.158735,-,NVIDIA GeForce RTX 5090
im2col_cublas,2048,3,3,64,2,1,1024,1024,5,18,0.366037,0.001271,0.363360,9900.297963,108.000000,0.098533,0.267504,0.000344,-1827.796668,0.086884,0.177165,-0.042251,-0.158736,-,NVIDIA GeForce RTX 5090
cudnn,2048,3,3,64,2,1,1024,1024,5,18,0.351314,0.001310,0.350112,10315.219277,0.000000,0.000000,0.000000,0.000000,-1827.892239,0.086916,0.177149,-0.042314,-0.158735,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,2048,3,3,64,3,1,683,683,5,18,0.455511,0.001316,0.453536,3539.290138,0.000000,0.000000,0.000000,0.000000,-1053.154785,0.086916,0.395333,-0.158735,0.221090,-,NVIDIA GeForce RTX 5090
im2col_cublas,2048,3,3,64,3,1,683,683,5,18,0.167134,0.001397,0.164576,9646.055512,48.046886,0.058252,0.108882,0.000334,-1053.178133,0.086884,0.395323,-0.158736,0.221102,-,NVIDIA GeForce RTX 5090
cudnn,2048,3,3,64,3,1,683,683,5,18,0.192620,0.000999,0.190496,8369.755247,0.000000,0.000000,0.000000,0.000000,-1053.154785,0.086916,0.395333,-0.158735,0.221090,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,4096,3,3,64,1,1,4096,4096,3,8,7.763220,0.054587,7.676736,7468.815627,0.000000,0.000000,0.000000,0.000000,4266.771148,-0.131418,0.277810,-0.054546,0.035220,-,NVIDIA GeForce RTX 5090
im2col_cublas,4096,3,3,64,1,1,4096,4096,3,8,5.853552,0.008261,5.837664,9905.448633,1728.000000,1.610716,4.242836,0.000376,4269.510262,-0.131442,0.277676,-0.054544,0.035257,-,NVIDIA GeForce RTX 5090
cudnn,4096,3,3,64,1,1,4096,4096,3,8,5.297224,0.007844,5.284864,10945.744036,0.000000,0.000000,0.000000,0.000000,4266.771148,-0.131418,0.277810,-0.054546,0.035220,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,4096,3,3,64,2,1,2048,2048,3,8,2.146632,0.001715,2.143072,6752.678018,0.000000,0.000000,0.000000,0.000000,-2059.229788,-0.131418,-0.054546,0.033894,-0.251534,-,NVIDIA GeForce RTX 5090
im2col_cublas,4096,3,3,64,2,1,2048,2048,3,8,1.888412,0.005328,1.880896,7676.034016,432.000000,0.802436,1.085976,0.000373,-2059.034283,-0.131442,-0.054544,0.033799,-0.251476,-,NVIDIA GeForce RTX 5090
cudnn,4096,3,3,64,2,1,2048,2048,3,8,1.346856,0.004077,1.344384,10762.482882,0.000000,0.000000,0.000000,0.000000,-2059.229788,-0.131418,-0.054546,0.033894,-0.251534,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,4096,3,3,64,3,1,1366,1366,3,8,2.499028,0.005062,2.493280,2580.500876,0.000000,0.000000,0.000000,0.000000,-170.280961,-0.131418,0.035220,-0.251534,0.027578,-,NVIDIA GeForce RTX 5090
im2col_cublas,4096,3,3,64,3,1,1366,1366,3,8,0.838176,0.002695,0.834208,7693.782503,192.187546,0.359468,0.478708,0.000336,-169.572183,-0.131442,0.035257,-0.251476,0.027618,-,NVIDIA GeForce RTX 5090
cudnn,4096,3,3,64,3,1,1366,1366,3,8,0.714456,0.001094,0.712672,9026.089886,0.000000,0.000000,0.000000,0.000000,-170.280961,-0.131418,0.035220,-0.251534,0.027578,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
