method,input_size,input_channels,kernel,out_channels,stride,padding,out_h,out_w,warmup,iterations,mean_ms,std_ms,min_ms,gflops,workspace_mb,im2col_ms,gemm_ms,max_abs_error,checksum,sample0,sample1,sample2,sample3,algorithm,gpu
direct_cuda,1024,3,3,1,2,1,512,512,8,35,0.007223,0.000419,0.006336,1959.858229,0.000000,0.000000,0.000000,0.000000,1.932345,0.083073,-0.175348,0.013420,0.001283,-,NVIDIA GeForce RTX 5090
im2col_cublas,1024,3,3,1,2,1,512,512,8,35,0.027978,0.000896,0.027040,505.959935,27.000000,0.019552,0.008426,0.000000,1.932334,0.083073,-0.175348,0.013420,0.001283,-,NVIDIA GeForce RTX 5090
cudnn,1024,3,3,1,2,1,512,512,8,35,0.016884,0.000481,0.016320,838.407990,0.000000,0.000000,0.000000,0.000000,1.932345,0.083073,-0.175348,0.013420,0.001283,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,1024,3,3,1,3,1,342,342,8,35,0.004989,0.000533,0.004192,1265.931149,0.000000,0.000000,0.000000,0.000000,6.321372,0.083073,0.063304,0.001283,-0.092172,-,NVIDIA GeForce RTX 5090
im2col_cublas,1024,3,3,1,3,1,342,342,8,35,0.017413,0.001010,0.015488,362.729651,12.046921,0.011125,0.006288,0.000000,6.321372,0.083073,0.063304,0.001283,-0.092172,-,NVIDIA GeForce RTX 5090
cudnn,1024,3,3,1,3,1,342,342,8,35,0.014277,0.000770,0.012384,442.407063,0.000000,0.000000,0.000000,0.000000,6.321372,0.083073,0.063304,0.001283,-0.092172,GEMM,NVIDIA GeForce RTX 5090
direct_cuda,2048,3,3,1,1,1,2048,2048,5,24,0.038753,0.001084,0.037024,5844.462893,0.000000,0.000000,0.000000,0.000000,28.655169,0.192287,-0.089163,0.049149,0.065891,-,NVIDIA GeForce RTX 5090
im2col_cublas,2048,3,3,1,1,1,2048,2048,5,24,0.835241,0.002051,0.832256,271.170026,432.000000,0.534073,0.301168,0.000000,28.655212,0.192287,-0.089163,0.049149,0.065891,-,NVIDIA GeForce RTX 5090
cudnn,2048,3,3,1,1,1,2048,2048,5,24,0.107024,0.000499,0.106368,2116.276860,0.000000,0.000000,0.000000,0.000000,28.655169,0.192287,-0.089163,0.049149,0.065891,GEMM,NVIDIA GeForce RTX 5090
direct_cuda,2048,3,3,1,2,1,1024,1024,5,24,0.015463,0.001290,0.014272,3661.923636,0.000000,0.000000,0.000000,0.000000,-225.593098,0.192287,0.049149,-0.094374,-0.034171,-,NVIDIA GeForce RTX 5090
im2col_cublas,2048,3,3,1,2,1,1024,1024,5,24,0.137220,0.000980,0.135168,412.644690,108.000000,0.085917,0.051303,0.000000,-225.593092,0.192287,0.049149,-0.094374,-0.034171,-,NVIDIA GeForce RTX 5090
cudnn,2048,3,3,1,2,1,1024,1024,5,24,0.038227,0.000873,0.037120,1481.246167,0.000000,0.000000,0.000000,0.000000,-225.593098,0.192287,0.049149,-0.094374,-0.034171,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,2048,3,3,1,3,1,683,683,5,24,0.011284,0.000494,0.010208,2232.400396,0.000000,0.000000,0.000000,0.000000,-96.485800,0.192287,0.065891,-0.034171,0.212887,-,NVIDIA GeForce RTX 5090
im2col_cublas,2048,3,3,1,3,1,683,683,5,24,0.053292,0.001413,0.051872,472.686447,48.046886,0.038185,0.015107,0.000000,-96.485793,0.192287,0.065891,-0.034171,0.212887,-,NVIDIA GeForce RTX 5090
cudnn,2048,3,3,1,3,1,683,683,5,24,0.023009,0.002155,0.021312,1094.790786,0.000000,0.000000,0.000000,0.000000,-96.485800,0.192287,0.065891,-0.034171,0.212887,GEMM,NVIDIA GeForce RTX 5090
direct_cuda,4096,3,3,1,1,1,4096,4096,3,12,0.203928,0.001600,0.201568,4442.595794,0.000000,0.000000,0.000000,0.000000,200.975287,-0.015957,-0.082772,0.059791,-0.096415,-,NVIDIA GeForce RTX 5090
im2col_cublas,4096,3,3,1,1,1,4096,4096,3,12,2.766376,0.020149,2.725696,327.493319,1728.000000,1.590312,1.176064,0.000000,200.975269,-0.015957,-0.082772,0.059791,-0.096415,-,NVIDIA GeForce RTX 5090
cudnn,4096,3,3,1,1,1,4096,4096,3,12,0.505539,0.000721,0.503776,1792.087755,0.000000,0.000000,0.000000,0.000000,200.975287,-0.015957,-0.082772,0.059791,-0.096415,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,4096,3,3,1,2,1,2048,2048,3,12,0.130131,0.000404,0.129248,1740.499987,0.000000,0.000000,0.000000,0.000000,-89.997782,-0.015957,0.059791,0.253736,0.020813,-,NVIDIA GeForce RTX 5090
im2col_cublas,4096,3,3,1,2,1,2048,2048,3,12,1.077189,0.002468,1.073792,210.262401,432.000000,0.773061,0.304128,0.000000,-89.997793,-0.015957,0.059791,0.253736,0.020813,-,NVIDIA GeForce RTX 5090
cudnn,4096,3,3,1,2,1,2048,2048,3,12,0.155387,0.000939,0.153568,1457.605231,0.000000,0.000000,0.000000,0.000000,-89.997782,-0.015957,0.059791,0.253736,0.020813,GEMM,NVIDIA GeForce RTX 5090
direct_cuda,4096,3,3,1,3,1,1366,1366,3,12,0.127739,0.000607,0.125920,788.810658,0.000000,0.000000,0.000000,0.000000,172.371926,-0.015957,-0.096415,0.020813,0.025312,-,NVIDIA GeForce RTX 5090
im2col_cublas,4096,3,3,1,3,1,1366,1366,3,12,0.454653,0.002134,0.450656,221.622975,192.187546,0.326656,0.127997,0.000000,172.371942,-0.015957,-0.096415,0.020813,0.025312,-,NVIDIA GeForce RTX 5090
cudnn,4096,3,3,1,3,1,1366,1366,3,12,0.136360,0.000969,0.135168,738.938297,0.000000,0.000000,0.000000,0.000000,172.371926,-0.015957,-0.096415,0.020813,0.025312,GEMM,NVIDIA GeForce RTX 5090
direct_cuda,256,3,3,16,1,1,256,256,8,80,0.011648,0.000589,0.011040,4861.353763,0.000000,0.000000,0.000000,0.000000,279.769374,-0.135109,-0.010073,-0.037619,0.260087,-,NVIDIA GeForce RTX 5090
im2col_cublas,256,3,3,16,1,1,256,256,8,80,0.019440,0.000732,0.017344,2912.771050,6.750000,0.007258,0.012182,0.000294,279.778570,-0.135079,-0.010006,-0.037570,0.260066,-,NVIDIA GeForce RTX 5090
cudnn,256,3,3,16,1,1,256,256,8,80,0.018996,0.001082,0.018272,2980.728158,0.000000,0.000000,0.000000,0.000000,279.769374,-0.135109,-0.010073,-0.037619,0.260087,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,256,3,3,16,2,1,128,128,8,80,0.006776,0.000868,0.005248,2089.105069,0.000000,0.000000,0.000000,0.000000,-19.413115,-0.135109,-0.037619,-0.176186,-0.163357,-,NVIDIA GeForce RTX 5090
im2col_cublas,256,3,3,16,2,1,128,128,8,80,0.010253,0.000664,0.008992,1380.674162,1.687500,0.003362,0.006890,0.000288,-19.460269,-0.135079,-0.037570,-0.176183,-0.163408,-,NVIDIA GeForce RTX 5090
cudnn,256,3,3,16,2,1,128,128,8,80,0.013258,0.000950,0.011648,1067.748014,0.000000,0.000000,0.000000,0.000000,-19.413115,-0.135109,-0.037619,-0.176186,-0.163357,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,256,3,3,16,3,1,86,86,8,80,0.005051,0.000492,0.004192,1265.174627,0.000000,0.000000,0.000000,0.000000,104.100550,-0.135109,0.260087,-0.163357,0.272784,-,NVIDIA GeForce RTX 5090
im2col_cublas,256,3,3,16,3,1,86,86,8,80,0.008388,0.000494,0.007648,761.819751,0.761765,0.003151,0.005237,0.000000,104.100545,-0.135109,0.260087,-0.163357,0.272784,-,NVIDIA GeForce RTX 5090
cudnn,256,3,3,16,3,1,86,86,8,80,0.012680,0.000639,0.012000,503.954576,0.000000,0.000000,0.000000,0.000000,104.100550,-0.135109,0.260087,-0.163357,0.272784,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,512,3,3,16,1,1,512,512,8,60,0.038131,0.000728,0.036992,5939.818766,0.000000,0.000000,0.000000,0.000000,186.580071,-0.028331,0.076204,0.230091,0.042072,-,NVIDIA GeForce RTX 5090
im2col_cublas,512,3,3,16,1,1,512,512,8,60,0.064565,0.000291,0.063904,3507.957052,27.000000,0.019480,0.045085,0.000296,186.673372,-0.028340,0.076206,0.230074,0.042082,-,NVIDIA GeForce RTX 5090
cudnn,512,3,3,16,1,1,512,512,8,60,0.035475,0.000721,0.034944,6384.528282,0.000000,0.000000,0.000000,0.000000,186.580071,-0.028331,0.076204,0.230091,0.042072,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,512,3,3,16,2,1,256,256,8,60,0.014528,0.000947,0.013280,3897.515432,0.000000,0.000000,0.000000,0.000000,46.140764,-0.028331,0.230091,0.113266,-0.018173,-,NVIDIA GeForce RTX 5090
im2col_cublas,512,3,3,16,2,1,256,256,8,60,0.019035,0.000945,0.016288,2974.735781,6.750000,0.007203,0.011832,0.000285,46.220123,-0.028340,0.230074,0.113286,-0.018133,-,NVIDIA GeForce RTX 5090
cudnn,512,3,3,16,2,1,256,256,8,60,0.019052,0.001589,0.017824,2971.987780,0.000000,0.000000,0.000000,0.000000,46.140764,-0.028331,0.230091,0.113266,-0.018173,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,512,3,3,16,3,1,171,171,8,60,0.010782,0.000703,0.009408,2343.214292,0.000000,0.000000,0.000000,0.000000,225.901081,-0.028331,0.042072,-0.018173,-0.066021,-,NVIDIA GeForce RTX 5090
im2col_cublas,512,3,3,16,3,1,171,171,8,60,0.012381,0.001012,0.011008,2040.509154,3.011730,0.005143,0.007238,0.000284,225.888795,-0.028340,0.042082,-0.018133,-0.066037,-,NVIDIA GeForce RTX 5090
cudnn,512,3,3,16,3,1,171,171,8,60,0.014850,0.001477,0.013440,1701.279269,0.000000,0.000000,0.000000,0.000000,225.901081,-0.028331,0.042072,-0.018173,-0.066021,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,1024,3,3,16,1,1,1024,1024,8,35,0.150589,0.000638,0.148640,6016.164014,0.000000,0.000000,0.000000,0.000000,856.287253,0.180195,-0.108260,-0.005533,-0.107989,-,NVIDIA GeForce RTX 5090
im2col_cublas,1024,3,3,16,1,1,1024,1024,8,35,0.240587,0.000679,0.238560,3765.663843,108.000000,0.074854,0.165733,0.000317,856.408500,0.180238,-0.108289,-0.005504,-0.107975,-,NVIDIA GeForce RTX 5090
cudnn,1024,3,3,16,1,1,1024,1024,8,35,0.105110,0.001747,0.102496,8619.257580,0.000000,0.000000,0.000000,0.000000,856.287253,0.180195,-0.108260,-0.005533,-0.107989,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,1024,3,3,16,2,1,512,512,8,35,0.047664,0.001812,0.046048,4751.809443,0.000000,0.000000,0.000000,0.000000,725.126727,0.180195,-0.005533,-0.070462,-0.022373,-,NVIDIA GeForce RTX 5090
im2col_cublas,1024,3,3,16,2,1,512,512,8,35,0.064895,0.000569,0.064416,3490.132007,27.000000,0.019807,0.045088,0.000305,725.345953,0.180238,-0.005504,-0.070439,-0.022374,-,NVIDIA GeForce RTX 5090
cudnn,1024,3,3,16,2,1,512,512,8,35,0.038005,0.001326,0.036320,5959.538058,0.000000,0.000000,0.000000,0.000000,725.126727,0.180195,-0.005533,-0.070462,-0.022373,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,1024,3,3,16,3,1,342,342,8,35,0.031737,0.000403,0.030688,3184.229651,0.000000,0.000000,0.000000,0.000000,223.751467,0.180195,-0.107989,-0.022373,0.147384,-,NVIDIA GeForce RTX 5090
im2col_cublas,1024,3,3,16,3,1,342,342,8,35,0.027596,0.000811,0.025696,3662.027636,12.046921,0.011159,0.016437,0.000295,223.726426,0.180238,-0.107975,-0.022374,0.147355,-,NVIDIA GeForce RTX 5090
cudnn,1024,3,3,16,3,1,342,342,8,35,0.027642,0.001715,0.026688,3655.971297,0.000000,0.000000,0.000000,0.000000,223.751467,0.180195,-0.107989,-0.022373,0.147384,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,2048,3,3,16,1,1,2048,2048,5,24,0.523716,0.000872,0.522592,6919.549282,0.000000,0.000000,0.000000,0.000000,-831.125407,0.133052,0.156324,0.201357,-0.221265,-,NVIDIA GeForce RTX 5090
im2col_cublas,2048,3,3,16,1,1,2048,2048,5,24,1.197147,0.004615,1.184096,3027.096637,432.000000,0.548944,0.648203,0.000365,-831.175397,0.133020,0.156352,0.201432,-0.221260,-,NVIDIA GeForce RTX 5090
cudnn,2048,3,3,16,1,1,2048,2048,5,24,0.387637,0.001486,0.384832,9348.631594,0.000000,0.000000,0.000000,0.000000,-831.125407,0.133052,0.156324,0.201357,-0.221265,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,2048,3,3,16,2,1,1024,1024,5,24,0.185620,0.000751,0.184384,4880.776141,0.000000,0.000000,0.000000,0.000000,-392.488495,0.133052,0.201357,-0.251417,-0.010594,-,NVIDIA GeForce RTX 5090
im2col_cublas,2048,3,3,16,2,1,1024,1024,5,24,0.254083,0.000974,0.252544,3565.649235,108.000000,0.086808,0.167275,0.000321,-392.468241,0.133020,0.201432,-0.251423,-0.010621,-,NVIDIA GeForce RTX 5090
cudnn,2048,3,3,16,2,1,1024,1024,5,24,0.106460,0.001936,0.104416,8509.953728,0.000000,0.000000,0.000000,0.000000,-392.488495,0.133052,0.201357,-0.251417,-0.010594,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,2048,3,3,16,3,1,683,683,5,24,0.114251,0.001476,0.112800,3527.738629,0.000000,0.000000,0.000000,0.000000,35.920524,0.133052,-0.221265,-0.010594,0.138603,-,NVIDIA GeForce RTX 5090
im2col_cublas,2048,3,3,16,3,1,683,683,5,24,0.132136,0.000471,0.131392,3050.239838,48.046886,0.056312,0.075824,0.000347,35.971848,0.133020,-0.221260,-0.010621,0.138528,-,NVIDIA GeForce RTX 5090
cudnn,2048,3,3,16,3,1,683,683,5,24,0.061181,0.001011,0.059616,6587.736352,0.000000,0.000000,0.000000,0.000000,35.920524,0.133052,-0.221265,-0.010594,0.138603,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,4096,3,3,16,1,1,4096,4096,3,12,1.963261,0.002996,1.960352,7383.385240,0.000000,0.000000,0.000000,0.000000,1700.711512,-0.008395,0.022182,-0.016145,0.138888,-,NVIDIA GeForce RTX 5090
im2col_cublas,4096,3,3,16,1,1,4096,4096,3,12,4.191309,0.003955,4.184992,3458.469260,1728.000000,1.604760,2.586549,0.000358,1699.732833,-0.008435,0.022215,-0.016165,0.138887,-,NVIDIA GeForce RTX 5090
cudnn,4096,3,3,16,1,1,4096,4096,3,12,1.518181,0.007261,1.506144,9547.946747,0.000000,0.000000,0.000000,0.000000,1700.711512,-0.008395,0.022182,-0.016145,0.138888,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,4096,3,3,16,2,1,2048,2048,3,12,1.144525,0.004720,1.141280,3166.272078,0.000000,0.000000,0.000000,0.000000,456.057398,-0.008395,-0.016145,-0.086661,0.021561,-,NVIDIA GeForce RTX 5090
im2col_cublas,4096,3,3,16,2,1,2048,2048,3,12,1.444531,0.002985,1.440352,2508.689321,432.000000,0.793331,0.651200,0.000358,456.027793,-0.008435,-0.016165,-0.086692,0.021592,-,NVIDIA GeForce RTX 5090
cudnn,4096,3,3,16,2,1,2048,2048,3,12,0.393675,0.001019,0.391072,9205.262466,0.000000,0.000000,0.000000,0.000000,456.057398,-0.008395,-0.016145,-0.086661,0.021561,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,4096,3,3,16,3,1,1366,1366,3,12,1.991339,0.007046,1.979104,809.599098,0.000000,0.000000,0.000000,0.000000,553.358424,-0.008395,0.138888,0.021561,0.137031,-,NVIDIA GeForce RTX 5090
im2col_cublas,4096,3,3,16,3,1,1366,1366,3,12,0.651507,0.003848,0.646016,2474.550227,192.187546,0.357616,0.293891,0.000358,553.339570,-0.008435,0.138887,0.021592,0.137018,-,NVIDIA GeForce RTX 5090
cudnn,4096,3,3,16,3,1,1366,1366,3,12,0.216349,0.000937,0.215072,7451.772276,0.000000,0.000000,0.000000,0.000000,553.358424,-0.008395,0.138888,0.021561,0.137031,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,256,3,3,64,1,1,256,256,8,80,0.036839,0.000973,0.035712,6148.202936,0.000000,0.000000,0.000000,0.000000,328.665492,0.093059,0.065266,-0.216777,0.180619,-,NVIDIA GeForce RTX 5090
im2col_cublas,256,3,3,64,1,1,256,256,8,80,0.021548,0.000861,0.020096,10510.869342,6.750000,0.007113,0.014436,0.000316,328.778693,0.093036,0.065242,-0.216795,0.180482,-,NVIDIA GeForce RTX 5090
cudnn,256,3,3,64,1,1,256,256,8,80,0.033813,0.000986,0.032448,6698.343205,0.000000,0.000000,0.000000,0.000000,328.665492,0.093059,0.065266,-0.216777,0.180619,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,256,3,3,64,2,1,128,128,8,80,0.013214,0.000577,0.012096,4284.954613,0.000000,0.000000,0.000000,0.000000,35.441725,0.093059,-0.216777,0.246616,-0.139305,-,NVIDIA GeForce RTX 5090
im2col_cublas,256,3,3,64,2,1,128,128,8,80,0.010085,0.000818,0.008960,5614.475075,1.687500,0.003266,0.006819,0.000293,35.495875,0.093036,-0.216795,0.246596,-0.139289,-,NVIDIA GeForce RTX 5090
cudnn,256,3,3,64,2,1,128,128,8,80,0.017135,0.001094,0.016000,3304.567606,0.000000,0.000000,0.000000,0.000000,35.441725,0.093059,-0.216777,0.246616,-0.139305,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,256,3,3,64,3,1,86,86,8,80,0.010980,0.000812,0.009376,2328.006122,0.000000,0.000000,0.000000,0.000000,43.199514,0.093059,0.180619,-0.139305,0.115837,-,NVIDIA GeForce RTX 5090
im2col_cublas,256,3,3,64,3,1,86,86,8,80,0.008886,0.000665,0.007840,2876.499654,0.761765,0.003126,0.005760,0.000298,43.165316,0.093036,0.180482,-0.139289,0.115840,-,NVIDIA GeForce RTX 5090
cudnn,256,3,3,64,3,1,86,86,8,80,0.014693,0.001128,0.013248,1739.619416,0.000000,0.000000,0.000000,0.000000,43.199514,0.093059,0.180619,-0.139305,0.115837,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,512,3,3,64,1,1,512,512,8,60,0.148689,0.000437,0.147744,6093.048245,0.000000,0.000000,0.000000,0.000000,456.175651,0.042018,-0.286555,0.142715,0.179368,-,NVIDIA GeForce RTX 5090
im2col_cublas,512,3,3,64,1,1,512,512,8,60,0.075265,0.000924,0.074528,12037.053653,27.000000,0.019918,0.055347,0.000319,455.775184,0.042032,-0.286612,0.142629,0.179370,-,NVIDIA GeForce RTX 5090
cudnn,512,3,3,64,1,1,512,512,8,60,0.099152,0.001374,0.097664,9137.180006,0.000000,0.000000,0.000000,0.000000,456.175651,0.042018,-0.286555,0.142715,0.179368,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,512,3,3,64,2,1,256,256,8,60,0.046564,0.000785,0.045632,4864.082102,0.000000,0.000000,0.000000,0.000000,-191.602267,0.042018,0.142715,-0.193316,0.202937,-,NVIDIA GeForce RTX 5090
im2col_cublas,512,3,3,64,2,1,256,256,8,60,0.021553,0.000322,0.020704,10508.593585,6.750000,0.007201,0.014352,0.000309,-191.648775,0.042032,0.142629,-0.193252,0.202974,-,NVIDIA GeForce RTX 5090
cudnn,512,3,3,64,2,1,256,256,8,60,0.033930,0.001370,0.029952,6675.258708,0.000000,0.000000,0.000000,0.000000,-191.602267,0.042018,0.142715,-0.193316,0.202937,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,512,3,3,64,3,1,171,171,8,60,0.030747,0.000902,0.029664,3286.759412,0.000000,0.000000,0.000000,0.000000,109.869652,0.042018,0.179368,0.202937,-0.145089,-,NVIDIA GeForce RTX 5090
im2col_cublas,512,3,3,64,3,1,171,171,8,60,0.013316,0.000258,0.012704,7588.981101,3.011730,0.005099,0.008218,0.000293,109.780210,0.042032,0.179370,0.202974,-0.145032,-,NVIDIA GeForce RTX 5090
cudnn,512,3,3,64,3,1,171,171,8,60,0.026318,0.001385,0.024704,3839.781145,0.000000,0.000000,0.000000,0.000000,109.869652,0.042018,0.179368,0.202937,-0.145089,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,1024,3,3,64,1,1,1024,1024,8,35,0.525346,0.000814,0.523296,6898.082198,0.000000,0.000000,0.000000,0.000000,454.755384,0.285387,0.233116,0.176703,-0.282643,-,NVIDIA GeForce RTX 5090
im2col_cublas,1024,3,3,64,1,1,1024,1024,8,35,0.337171,0.001544,0.334144,10747.889116,108.000000,0.077650,0.259521,0.000353,455.407379,0.285369,0.233079,0.176716,-0.282658,-,NVIDIA GeForce RTX 5090
cudnn,1024,3,3,64,1,1,1024,1024,8,35,0.347065,0.002001,0.345056,10441.507866,0.000000,0.000000,0.000000,0.000000,454.755384,0.285387,0.233116,0.176703,-0.282643,IMPLICIT_PRECOMP_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,1024,3,3,64,2,1,512,512,8,35,0.184606,0.001098,0.182528,4907.580567,0.000000,0.000000,0.000000,0.000000,379.076805,0.285387,0.176703,-0.143890,-0.387281,-,NVIDIA GeForce RTX 5090
im2col_cublas,1024,3,3,64,2,1,512,512,8,35,0.079076,0.000773,0.078240,11456.997999,27.000000,0.023544,0.055532,0.000350,379.128198,0.285369,0.176716,-0.143858,-0.387320,-,NVIDIA GeForce RTX 5090
cudnn,1024,3,3,64,2,1,512,512,8,35,0.096580,0.000439,0.095648,9380.543517,0.000000,0.000000,0.000000,0.000000,379.076805,0.285387,0.176703,-0.143890,-0.387281,IMPLICIT_GEMM,NVIDIA GeForce RTX 5090
direct_cuda,1024,3,3,64,3,1,342,342,8,35,0.113785,0.000709,0.112032,3552.565761,0.000000,0.000000,0.000000,0.000000,-483.787011,0.285387,-0.282643,-0.387281,-0.054763,-,NVIDIA GeForce RTX 5090
im2col_cublas,1024,3,3,64,3,1,342,342,8,35,0.029585,0.001540,0.027712,13663.089661,12.046921,0.011129,0.018457,0.000349,-483.631920,0.285369,-0.282658,-0.387320,-0.054738,-,NVIDIA GeForce RTX 5090
