impl,schedule,M,N,K,threads,time_sec,gflops,checksum,max_error
openmp,default,2048,2048,2048,21,0.208359,82.453,2.1474844570e+09,-1.000e+00
openmp,default,2048,2048,2048,22,0.165083,104.068,2.1474844570e+09,-1.000e+00
openmp,default,2048,2048,2048,23,0.228839,75.074,2.1474844570e+09,-1.000e+00
openmp,default,2048,2048,2048,24,0.165474,103.822,2.1474844570e+09,-1.000e+00
openmp,default,2048,2048,2048,25,0.161218,106.563,2.1474844570e+09,-1.000e+00
openmp,default,2048,2048,2048,26,0.213331,80.531,2.1474844570e+09,-1.000e+00
openmp,default,2048,2048,2048,27,0.180104,95.389,2.1474844570e+09,-1.000e+00
openmp,default,2048,2048,2048,28,0.162615,105.647,2.1474844570e+09,-1.000e+00
openmp,default,2048,2048,2048,29,0.156553,109.739,2.1474844570e+09,-1.000e+00
openmp,default,2048,2048,2048,30,0.164213,104.620,2.1474844570e+09,-1.000e+00
openmp,default,2048,2048,2048,31,0.190473,90.196,2.1474844570e+09,-1.000e+00
openmp,default,2048,2048,2048,32,0.188375,91.201,2.1474844570e+09,-1.000e+00
openmp,static1,2048,2048,2048,1,3.365358,5.105,2.1474844570e+09,-1.000e+00
openmp,static1,2048,2048,2048,2,1.747311,9.832,2.1474844570e+09,-1.000e+00
openmp,static1,2048,2048,2048,3,1.183199,14.520,2.1474844570e+09,-1.000e+00
openmp,static1,2048,2048,2048,4,0.889642,19.311,2.1474844570e+09,-1.000e+00
openmp,static1,2048,2048,2048,5,0.676023,25.413,2.1474844570e+09,-1.000e+00
openmp,static1,2048,2048,2048,6,0.538042,31.930,2.1474844570e+09,-1.000e+00
openmp,static1,2048,2048,2048,7,0.465207,36.929,2.1474844570e+09,-1.000e+00
openmp,static1,2048,2048,2048,8,0.414871,41.410,2.1474844570e+09,-1.000e+00
openmp,static1,2048,2048,2048,9,0.359817,47.746,2.1474844570e+09,-1.000e+00
openmp,static1,2048,2048,2048,10,0.326621,52.599,2.1474844570e+09,-1.000e+00
openmp,static1,2048,2048,2048,11,0.298196,57.613,2.1474844570e+09,-1.000e+00
openmp,static1,2048,2048,2048,12,0.279598,61.445,2.1474844570e+09,-1.000e+00
openmp,static1,2048,2048,2048,13,0.255959,67.120,2.1474844570e+09,-1.000e+00
openmp,static1,2048,2048,2048,14,0.261335,65.739,2.1474844570e+09,-1.000e+00
openmp,static1,2048,2048,2048,15,0.228275,75.259,2.1474844570e+09,-1.000e+00
openmp,static1,2048,2048,2048,16,0.315952,54.375,2.1474844570e+09,-1.000e+00
openmp,static1,2048,2048,2048,17,0.265997,64.587,2.1474844570e+09,-1.000e+00
openmp,static1,2048,2048,2048,18,0.242219,70.927,2.1474844570e+09,-1.000e+00
openmp,static1,2048,2048,2048,19,0.254142,67.600,2.1474844570e+09,-1.000e+00
openmp,static1,2048,2048,2048,20,0.287853,59.683,2.1474844570e+09,-1.000e+00
openmp,static1,2048,2048,2048,21,0.191464,89.729,2.1474844570e+09,-1.000e+00
openmp,static1,2048,2048,2048,22,0.223105,77.003,2.1474844570e+09,-1.000e+00
openmp,static1,2048,2048,2048,23,0.207340,82.859,2.1474844570e+09,-1.000e+00
openmp,static1,2048,2048,2048,24,0.155687,110.349,2.1474844570e+09,-1.000e+00
openmp,static1,2048,2048,2048,25,0.199932,85.929,2.1474844570e+09,-1.000e+00
openmp,static1,2048,2048,2048,26,0.174460,98.474,2.1474844570e+09,-1.000e+00
openmp,static1,2048,2048,2048,27,0.165694,103.685,2.1474844570e+09,-1.000e+00
openmp,static1,2048,2048,2048,28,0.138149,124.358,2.1474844570e+09,-1.000e+00
openmp,static1,2048,2048,2048,29,0.154871,110.930,2.1474844570e+09,-1.000e+00
openmp,static1,2048,2048,2048,30,0.175375,97.961,2.1474844570e+09,-1.000e+00
openmp,static1,2048,2048,2048,31,0.184322,93.206,2.1474844570e+09,-1.000e+00
openmp,static1,2048,2048,2048,32,0.181117,94.855,2.1474844570e+09,-1.000e+00
openmp,dynamic1,2048,2048,2048,1,3.129368,5.490,2.1474844570e+09,-1.000e+00
openmp,dynamic1,2048,2048,2048,2,1.586447,10.829,2.1474844570e+09,-1.000e+00
openmp,dynamic1,2048,2048,2048,3,1.043151,16.469,2.1474844570e+09,-1.000e+00
openmp,dynamic1,2048,2048,2048,4,0.796397,21.572,2.1474844570e+09,-1.000e+00
openmp,dynamic1,2048,2048,2048,5,0.654951,26.231,2.1474844570e+09,-1.000e+00
openmp,dynamic1,2048,2048,2048,6,0.562819,30.525,2.1474844570e+09,-1.000e+00
openmp,dynamic1,2048,2048,2048,7,0.470525,36.512,2.1474844570e+09,-1.000e+00
openmp,dynamic1,2048,2048,2048,8,0.400786,42.865,2.1474844570e+09,-1.000e+00
openmp,dynamic1,2048,2048,2048,9,0.359056,47.847,2.1474844570e+09,-1.000e+00
openmp,dynamic1,2048,2048,2048,10,0.321858,53.377,2.1474844570e+09,-1.000e+00
openmp,dynamic1,2048,2048,2048,11,0.292757,58.683,2.1474844570e+09,-1.000e+00
openmp,dynamic1,2048,2048,2048,12,0.270631,63.481,2.1474844570e+09,-1.000e+00
openmp,dynamic1,2048,2048,2048,13,0.256362,67.014,2.1474844570e+09,-1.000e+00
openmp,dynamic1,2048,2048,2048,14,0.237509,72.334,2.1474844570e+09,-1.000e+00
openmp,dynamic1,2048,2048,2048,15,0.220296,77.985,2.1474844570e+09,-1.000e+00
openmp,dynamic1,2048,2048,2048,16,0.207331,82.862,2.1474844570e+09,-1.000e+00
openmp,dynamic1,2048,2048,2048,17,0.209741,81.910,2.1474844570e+09,-1.000e+00
openmp,dynamic1,2048,2048,2048,18,0.202504,84.837,2.1474844570e+09,-1.000e+00
openmp,dynamic1,2048,2048,2048,19,0.180223,95.326,2.1474844570e+09,-1.000e+00
openmp,dynamic1,2048,2048,2048,20,0.173535,98.999,2.1474844570e+09,-1.000e+00
openmp,dynamic1,2048,2048,2048,21,0.167091,102.818,2.1474844570e+09,-1.000e+00
openmp,dynamic1,2048,2048,2048,22,0.161621,106.297,2.1474844570e+09,-1.000e+00
openmp,dynamic1,2048,2048,2048,23,0.162309,105.846,2.1474844570e+09,-1.000e+00
openmp,dynamic1,2048,2048,2048,24,0.159871,107.461,2.1474844570e+09,-1.000e+00
openmp,dynamic1,2048,2048,2048,25,0.154012,111.549,2.1474844570e+09,-1.000e+00
openmp,dynamic1,2048,2048,2048,26,0.152744,112.475,2.1474844570e+09,-1.000e+00
openmp,dynamic1,2048,2048,2048,27,0.142173,120.838,2.1474844570e+09,-1.000e+00
openmp,dynamic1,2048,2048,2048,28,0.138572,123.978,2.1474844570e+09,-1.000e+00
openmp,dynamic1,2048,2048,2048,29,0.132125,130.027,2.1474844570e+09,-1.000e+00
openmp,dynamic1,2048,2048,2048,30,0.143592,119.644,2.1474844570e+09,-1.000e+00
openmp,dynamic1,2048,2048,2048,31,0.130805,131.339,2.1474844570e+09,-1.000e+00
openmp,dynamic1,2048,2048,2048,32,0.134792,127.454,2.1474844570e+09,-1.000e+00
pthread,static-block,512,512,512,1,0.046268,5.802,3.3554434859e+07,-1.000e+00
pthread,static-block,512,512,512,2,0.023711,11.321,3.3554434859e+07,-1.000e+00
pthread,static-block,512,512,512,3,0.015389,17.443,3.3554434859e+07,-1.000e+00
pthread,static-block,512,512,512,4,0.011493,23.356,3.3554434859e+07,-1.000e+00
pthread,static-block,512,512,512,5,0.009479,28.319,3.3554434859e+07,-1.000e+00
pthread,static-block,512,512,512,6,0.008085,33.201,3.3554434859e+07,-1.000e+00
pthread,static-block,512,512,512,7,0.006816,39.380,3.3554434859e+07,-1.000e+00
pthread,static-block,512,512,512,8,0.006045,44.408,3.3554434859e+07,-1.000e+00
pthread,static-block,512,512,512,9,0.005434,49.403,3.3554434859e+07,-1.000e+00
pthread,static-block,512,512,512,10,0.004760,56.394,3.3554434859e+07,-1.000e+00
pthread,static-block,512,512,512,11,0.004469,60.071,3.3554434859e+07,-1.000e+00
pthread,static-block,512,512,512,12,0.004169,64.395,3.3554434859e+07,-1.000e+00
pthread,static-block,512,512,512,13,0.004189,64.082,3.3554434859e+07,-1.000e+00
pthread,static-block,512,512,512,14,0.003528,76.089,3.3554434859e+07,-1.000e+00
pthread,static-block,512,512,512,15,0.003344,80.275,3.3554434859e+07,-1.000e+00
pthread,static-block,512,512,512,16,0.003146,85.321,3.3554434859e+07,-1.000e+00
pthread,static-block,512,512,512,17,0.003188,84.205,3.3554434859e+07,-1.000e+00
pthread,static-block,512,512,512,18,0.003332,80.561,3.3554434859e+07,-1.000e+00
pthread,static-block,512,512,512,19,0.003284,81.730,3.3554434859e+07,-1.000e+00
pthread,static-block,512,512,512,20,0.003092,86.805,3.3554434859e+07,-1.000e+00
pthread,static-block,512,512,512,21,0.002954,90.880,3.3554434859e+07,-1.000e+00
pthread,static-block,512,512,512,22,0.002594,103.476,3.3554434859e+07,-1.000e+00
pthread,static-block,512,512,512,23,0.002764,97.130,3.3554434859e+07,-1.000e+00
pthread,static-block,512,512,512,24,0.002499,107.405,3.3554434859e+07,-1.000e+00
pthread,static-block,512,512,512,25,0.002556,105.009,3.3554434859e+07,-1.000e+00
pthread,static-block,512,512,512,26,0.002458,109.224,3.3554434859e+07,-1.000e+00
pthread,static-block,512,512,512,27,0.002444,109.812,3.3554434859e+07,-1.000e+00
pthread,static-block,512,512,512,28,0.003725,72.057,3.3554434859e+07,-1.000e+00
pthread,static-block,512,512,512,29,0.002325,115.448,3.3554434859e+07,-1.000e+00
pthread,static-block,512,512,512,30,0.002538,105.776,3.3554434859e+07,-1.000e+00
pthread,static-block,512,512,512,31,0.002328,115.299,3.3554434859e+07,-1.000e+00
pthread,static-block,512,512,512,32,0.003337,80.447,3.3554434859e+07,-1.000e+00
pthread,static-block,1024,1024,1024,1,0.373559,5.749,2.6843577513e+08,-1.000e+00
pthread,static-block,1024,1024,1024,2,0.190836,11.253,2.6843577513e+08,-1.000e+00
pthread,static-block,1024,1024,1024,3,0.127275,16.873,2.6843577513e+08,-1.000e+00
pthread,static-block,1024,1024,1024,4,0.096114,22.343,2.6843577513e+08,-1.000e+00
pthread,static-block,1024,1024,1024,5,0.077653,27.655,2.6843577513e+08,-1.000e+00
pthread,static-block,1024,1024,1024,6,0.065816,32.628,2.6843577513e+08,-1.000e+00
pthread,static-block,1024,1024,1024,7,0.055995,38.351,2.6843577513e+08,-1.000e+00
pthread,static-block,1024,1024,1024,8,0.049753,43.163,2.6843577513e+08,-1.000e+00
pthread,static-block,1024,1024,1024,9,0.044049,48.752,2.6843577513e+08,-1.000e+00
pthread,static-block,1024,1024,1024,10,0.039198,54.786,2.6843577513e+08,-1.000e+00
pthread,static-block,1024,1024,1024,11,0.035629,60.273,2.6843577513e+08,-1.000e+00
pthread,static-block,1024,1024,1024,12,0.032817,65.438,2.6843577513e+08,-1.000e+00
pthread,static-block,1024,1024,1024,13,0.030301,70.872,2.6843577513e+08,-1.000e+00
pthread,static-block,1024,1024,1024,14,0.029052,73.919,2.6843577513e+08,-1.000e+00
pthread,static-block,1024,1024,1024,15,0.026604,80.720,2.6843577513e+08,-1.000e+00
pthread,static-block,1024,1024,1024,16,0.025047,85.737,2.6843577513e+08,-1.000e+00
pthread,static-block,1024,1024,1024,17,0.024699,86.948,2.6843577513e+08,-1.000e+00
pthread,static-block,1024,1024,1024,18,0.023724,90.518,2.6843577513e+08,-1.000e+00
pthread,static-block,1024,1024,1024,19,0.022607,94.991,2.6843577513e+08,-1.000e+00
pthread,static-block,1024,1024,1024,20,0.022344,96.110,2.6843577513e+08,-1.000e+00
pthread,static-block,1024,1024,1024,21,0.021380,100.445,2.6843577513e+08,-1.000e+00
pthread,static-block,1024,1024,1024,22,0.020185,106.387,2.6843577513e+08,-1.000e+00
pthread,static-block,1024,1024,1024,23,0.019244,111.593,2.6843577513e+08,-1.000e+00
pthread,static-block,1024,1024,1024,24,0.019951,107.637,2.6843577513e+08,-1.000e+00
pthread,static-block,1024,1024,1024,25,0.020152,106.562,2.6843577513e+08,-1.000e+00
pthread,static-block,1024,1024,1024,26,0.017689,121.403,2.6843577513e+08,-1.000e+00
pthread,static-block,1024,1024,1024,27,0.019269,111.447,2.6843577513e+08,-1.000e+00
pthread,static-block,1024,1024,1024,28,0.019180,111.967,2.6843577513e+08,-1.000e+00
pthread,static-block,1024,1024,1024,29,0.018843,113.970,2.6843577513e+08,-1.000e+00
pthread,static-block,1024,1024,1024,30,0.019045,112.758,2.6843577513e+08,-1.000e+00
pthread,static-block,1024,1024,1024,31,0.019019,112.913,2.6843577513e+08,-1.000e+00
pthread,static-block,1024,1024,1024,32,0.020471,104.905,2.6843577513e+08,-1.000e+00
pthread,static-block,1536,1536,1536,1,1.309636,5.534,9.0596836276e+08,-1.000e+00
pthread,static-block,1536,1536,1536,2,0.656817,11.035,9.0596836276e+08,-1.000e+00
pthread,static-block,1536,1536,1536,3,0.438568,16.526,9.0596836276e+08,-1.000e+00
pthread,static-block,1536,1536,1536,4,0.328982,22.031,9.0596836276e+08,-1.000e+00
pthread,static-block,1536,1536,1536,5,0.264453,27.407,9.0596836276e+08,-1.000e+00
pthread,static-block,1536,1536,1536,6,0.222883,32.518,9.0596836276e+08,-1.000e+00
pthread,static-block,1536,1536,1536,7,0.193620,37.433,9.0596836276e+08,-1.000e+00
pthread,static-block,1536,1536,1536,8,0.171345,42.299,9.0596836276e+08,-1.000e+00
pthread,static-block,1536,1536,1536,9,0.151789,47.749,9.0596836276e+08,-1.000e+00
pthread,static-block,1536,1536,1536,10,0.134431,53.914,9.0596836276e+08,-1.000e+00
pthread,static-block,1536,1536,1536,11,0.124735,58.105,9.0596836276e+08,-1.000e+00
pthread,static-block,1536,1536,1536,12,0.113229,64.010,9.0596836276e+08,-1.000e+00
pthread,static-block,1536,1536,1536,13,0.105345,68.800,9.0596836276e+08,-1.000e+00
pthread,static-block,1536,1536,1536,14,0.098276,73.749,9.0596836276e+08,-1.000e+00
pthread,static-block,1536,1536,1536,15,0.092016,78.766,9.0596836276e+08,-1.000e+00
pthread,static-block,1536,1536,1536,16,0.091250,79.428,9.0596836276e+08,-1.000e+00
pthread,static-block,1536,1536,1536,17,0.086149,84.131,9.0596836276e+08,-1.000e+00
pthread,static-block,1536,1536,1536,18,0.089569,80.918,9.0596836276e+08,-1.000e+00
pthread,static-block,1536,1536,1536,19,0.078067,92.841,9.0596836276e+08,-1.000e+00
pthread,static-block,1536,1536,1536,20,0.074483,97.307,9.0596836276e+08,-1.000e+00
pthread,static-block,1536,1536,1536,21,0.079395,91.288,9.0596836276e+08,-1.000e+00
pthread,static-block,1536,1536,1536,22,0.068455,105.876,9.0596836276e+08,-1.000e+00
pthread,static-block,1536,1536,1536,23,0.071801,100.943,9.0596836276e+08,-1.000e+00
pthread,static-block,1536,1536,1536,24,0.071069,101.981,9.0596836276e+08,-1.000e+00
pthread,static-block,1536,1536,1536,25,0.068403,105.956,9.0596836276e+08,-1.000e+00
pthread,static-block,1536,1536,1536,26,0.066220,109.450,9.0596836276e+08,-1.000e+00
pthread,static-block,1536,1536,1536,27,0.065398,110.825,9.0596836276e+08,-1.000e+00
pthread,static-block,1536,1536,1536,28,0.065957,109.886,9.0596836276e+08,-1.000e+00
pthread,static-block,1536,1536,1536,29,0.065762,110.212,9.0596836276e+08,-1.000e+00
pthread,static-block,1536,1536,1536,30,0.067120,107.982,9.0596836276e+08,-1.000e+00
pthread,static-block,1536,1536,1536,31,0.066265,109.375,9.0596836276e+08,-1.000e+00
pthread,static-block,1536,1536,1536,32,0.070973,102.120,9.0596836276e+08,-1.000e+00
pthread,static-block,2048,2048,2048,1,3.207004,5.357,2.1474844570e+09,-1.000e+00
pthread,static-block,2048,2048,2048,2,1.627137,10.558,2.1474844570e+09,-1.000e+00
pthread,static-block,2048,2048,2048,3,1.085038,15.833,2.1474844570e+09,-1.000e+00
pthread,static-block,2048,2048,2048,4,0.794805,21.615,2.1474844570e+09,-1.000e+00
pthread,static-block,2048,2048,2048,5,0.638676,26.899,2.1474844570e+09,-1.000e+00
pthread,static-block,2048,2048,2048,6,0.541660,31.717,2.1474844570e+09,-1.000e+00
pthread,static-block,2048,2048,2048,7,0.481233,35.700,2.1474844570e+09,-1.000e+00
pthread,static-block,2048,2048,2048,8,0.462736,37.127,2.1474844570e+09,-1.000e+00
pthread,static-block,2048,2048,2048,9,0.391004,43.938,2.1474844570e+09,-1.000e+00
pthread,static-block,2048,2048,2048,10,0.323383,53.125,2.1474844570e+09,-1.000e+00
pthread,static-block,2048,2048,2048,11,0.309106,55.579,2.1474844570e+09,-1.000e+00
pthread,static-block,2048,2048,2048,12,0.312624,54.954,2.1474844570e+09,-1.000e+00
pthread,static-block,2048,2048,2048,13,0.290724,59.093,2.1474844570e+09,-1.000e+00
pthread,static-block,2048,2048,2048,14,0.268320,64.027,2.1474844570e+09,-1.000e+00
pthread,static-block,2048,2048,2048,15,0.250767,68.509,2.1474844570e+09,-1.000e+00
pthread,static-block,2048,2048,2048,16,0.315472,54.458,2.1474844570e+09,-1.000e+00
pthread,static-block,2048,2048,2048,17,0.205419,83.634,2.1474844570e+09,-1.000e+00
pthread,static-block,2048,2048,2048,18,0.213267,80.556,2.1474844570e+09,-1.000e+00
pthread,static-block,2048,2048,2048,19,0.184760,92.985,2.1474844570e+09,-1.000e+00
pthread,static-block,2048,2048,2048,20,0.212306,80.920,2.1474844570e+09,-1.000e+00
pthread,static-block,2048,2048,2048,21,0.193815,88.640,2.1474844570e+09,-1.000e+00
pthread,static-block,2048,2048,2048,22,0.166581,103.132,2.1474844570e+09,-1.000e+00
pthread,static-block,2048,2048,2048,23,0.193653,88.715,2.1474844570e+09,-1.000e+00
pthread,static-block,2048,2048,2048,24,0.217092,79.136,2.1474844570e+09,-1.000e+00
pthread,static-block,2048,2048,2048,25,0.177852,96.596,2.1474844570e+09,-1.000e+00
pthread,static-block,2048,2048,2048,26,0.146367,117.375,2.1474844570e+09,-1.000e+00
pthread,static-block,2048,2048,2048,27,0.176135,97.538,2.1474844570e+09,-1.000e+00
pthread,static-block,2048,2048,2048,28,0.163222,105.255,2.1474844570e+09,-1.000e+00
pthread,static-block,2048,2048,2048,29,0.179595,95.659,2.1474844570e+09,-1.000e+00
pthread,static-block,2048,2048,2048,30,0.168683,101.847,2.1474844570e+09,-1.000e+00
pthread,static-block,2048,2048,2048,31,0.180157,95.360,2.1474844570e+09,-1.000e+00
pthread,static-block,2048,2048,2048,32,0.174023,98.722,2.1474844570e+09,-1.000e+00
